id,host_id,price,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
12096332,64052858,999,54,2019-06-19,1.49,1,58
12136198,65143341,139,186,2019-06-24,4.68,1,230
12317903,1512462,239,132,2019-06-21,3.39,2,242
12325045,66501870,139,132,2019-06-30,3.66,1,154
12561615,68094755,98,98,2019-07-03,2.66,1,278
12585015,18901504,218,69,2019-06-30,1.81,2,152
12604187,18901504,218,81,2019-06-29,2.1,2,185
12731689,1911171,240,59,2019-06-17,1.56,1,37
13084019,72596571,400,103,2019-06-17,2.7,1,344
13407354,6455254,139,102,2019-06-23,2.74,1,235
13927957,82740724,129,159,2019-06-12,4.39,1,193
14524079,51446345,189,164,2019-06-19,4.72,1,206
15052112,57552512,584,89,2019-04-12,2.62,1,179
15191740,64065593,198,30,2019-04-11,0.89,13,333
15635167,100829279,210,202,2019-06-15,6.4,3,211
15890023,8330977,197,47,2019-06-14,1.46,1,13
15998138,64065593,198,31,2019-05-17,1.19,13,322
16173564,92828204,1200,36,2019-06-09,1.64,1,354
16777938,57657144,119,53,2019-05-12,1.79,1,15
17269656,57655724,260,64,2019-06-16,2.36,1,131
18957522,37100193,122,120,2019-06-21,5.03,1,220
18960496,132219692,158,138,2019-06-24,5.45,1,142
19172876,133972085,155,35,2019-06-23,1.45,3,157
20089597,51445545,179,117,2019-06-20,4.94,1,235
20364111,145257512,212,95,2019-07-01,4.26,1,239
20412884,143477365,409,87,2019-06-19,3.86,1,40
20624817,100829279,270,154,2019-06-19,6.78,3,234
20799032,149112195,422,58,2019-06-16,2.6,1,339
20998163,11392362,107,133,2019-07-05,6.08,1,9
21172924,152852607,185,35,2019-06-10,1.66,1,0
21609701,26529889,379,63,2019-05-25,3.17,1,238
21781507,158710682,193,75,2019-06-28,3.84,3,105
22531696,27482728,255,69,2019-06-13,3.85,1,149
23222680,100829279,210,108,2019-06-20,6.4,3,216
23252443,100238132,339,40,2019-05-13,2.63,12,0
23355382,8990438,169,48,2019-03-30,3.27,1,325
23900717,100238132,339,34,2018-12-14,2.26,12,0
23901030,100238132,339,34,2019-04-19,2.27,12,0
23995936,180548427,620,38,2019-07-06,2.52,1,309
24205351,100238132,339,30,2019-01-02,2.07,12,0
25519673,91392933,249,29,2019-07-01,2.2,1,41
25786000,193791518,186,45,2019-07-06,3.8,1,219
26555338,20444038,465,31,2019-06-23,2.66,1,142
26665387,158687034,500,39,2019-06-30,3.24,1,114
27759146,209549523,62,112,2019-06-13,10.77,3,0
27849339,209556739,349,32,2019-06-21,3.04,1,255
28773549,97417890,299,32,2019-07-07,4.4,2,264
28888147,43825799,235,37,2019-07-01,4.19,1,135
29464105,221934669,119,58,2019-06-25,6.72,2,0
29628834,68014876,399,36,2019-06-23,4.29,1,201
29975548,186812508,201,33,2019-06-12,4.21,1,227
8339036,11995451,78,114,2019-06-20,2.65,1,217
13569664,78150907,38,157,2019-06-25,4.27,1,67
27491339,120643397,139,41,2019-07-07,3.7,1,62
4119763,10172703,51,109,2019-07-04,1.88,1,212
6705604,35103293,33,40,2018-11-27,0.82,1,0
8903147,3684360,38,50,2018-06-27,1.1,4,267
18375815,127249880,38,33,2019-05-28,1.27,2,327
591565,2919467,229,62,2014-04-27,0.73,1,36
999248,273174,575,447,2019-07-01,5.89,3,207
1189378,867249,285,124,2019-06-22,1.7,1,131
1847261,315654,240,60,2019-05-04,0.91,1,348
3530517,17773625,600,73,2019-06-14,1.23,1,282
5526210,8278521,750,50,2019-06-30,1.07,1,345
10454844,53327491,400,40,2019-06-11,1.02,1,105
16488277,59559158,375,30,2019-06-09,1.03,1,38
16514343,12554468,259,116,2019-07-06,4.03,1,1
22251884,16897284,325,35,2019-06-25,1.84,1,141
30512582,83462709,359,36,2019-06-20,5.09,1,175
"1st Floor Suburban Apt.""","Lisa, Nancy & John",1,2019-07-05,2.38,1.0,258,
"#SeasideNestNYC""",Robert,2,2019-06-30,1.93,1.0,280,
"Nr Beach&JFK w/Parking""",Candia,3,2019-06-14,3.41,2.0,246,
"Brooklyn w/Parking""",Maria,2,2019-07-07,2.01,1.0,160,
"Near shopping area""",Abie,1,2019-07-05,3.0,1.0,179,
"PRIVATE ROOM""",Igor,2,2019-04-21,1.47,1.0,179,
"Suite 10017""",Sharon,1,2019-07-08,10.36,1.0,337,
"1300 ft.²""",Nicole,2,2018-12-28,0.27,1.0,0,
"#2""",Keisha,2,2019-05-06,1.74,3.0,362,
"Room Vista""",Keisha,2,2019-05-27,1.84,3.0,76,
"15 minutes by car.""",Sara I,7,2018-10-31,0.19,1.0,357,
"#1""",Keisha,2,2019-06-24,1.4,3.0,177,
"<3""",Michal,2,2019-01-02,0.19,1.0,0,
" 5 bedrooms 3 full baths 2 floors""",Daveth,4,2019-07-01,2.63,1.0,69,
"1 out of 2 listing""",Jarmel,1,2019-07-01,2.0,3.0,342,
"Ideal for Large Groups""",Deb,2,2019-05-20,1.5,1.0,279,
"Accomadations""",A Tree Grows In Brooklyn,2,,,1.0,179,
"5 mins From JFK""",Sheila,1,2019-07-07,9.66,2.0,253,
"Your home away from home""",Ayinde,2,2019-06-23,3.63,1.0,60,
"420 friendly""",Miss,3,2019-05-30,1.01,1.0,19,
"Is your home away from home""",Denise,5,2019-06-15,1.54,7.0,308,
"(entire basement)""",Salem,1,2019-05-17,0.66,2.0,48,
"#kuetheresidence""",Katia,3,2019-06-18,1.09,1.0,9,
"+common kitch/bath""",Antonio,3,2018-04-02,0.06,1.0,0,
"Bathroom + 1 Bedroom JFK & LGA""",Karan,1,2019-07-01,5.92,1.0,79,
"Three Bedroom House!!!""",Allison,3,2019-06-28,2.0,1.0,22,
"Can wait to see you !""",Davica,2,2019-07-02,1.0,2.0,348,
"Can’t wait to meet U!""",Davica,2,,,2.0,315,
" Ft Greene! 1day free bicycle""",Gabriel,1,2019-06-30,1.43,1.0,356,
"Brownstone""",Ronald,1,2019-07-01,2.36,2.0,179,
"Great location- Holidays in NY""",Blanca,14,2018-06-04,0.17,2.0,186,
"NO EVENTS""",Mrs.,1,2019-06-30,2.96,1.0,335,
"& (QTPOC artistic safe space)""",Naomi,1,2019-06-22,2.58,2.0,338,
"Brownstone""",Ronald,1,2019-06-24,1.58,2.0,179,
"AFFORDABLE PRICE""",Viviana,3,2019-05-31,1.88,9.0,361,
"Close to Manhattan!""",Mollie,3,2018-12-26,1.45,1.0,0,
"AFFORDABLE PRICE""",Viviana,3,2019-04-28,0.96,9.0,358,
"&(QTPOC artistic safe space)""",Naomi,1,2019-06-16,1.84,2.0,310,
"ADULTS ONLY!""",Dee,1,2019-06-23,3.13,2.0,365,
"walk 2 train""",Elaine,1,2019-01-01,0.49,2.0,5,
"Brooklyn Heights""",Ben,14,,,1.0,17,
"Simple bigroom""",Hao,3,2018-11-03,0.4,1.0,365,
"Tract""",Cederna,1,,,1.0,83,
"Manhattan""",Olivia,1,2019-04-09,0.47,1.0,0,
"QUEEN SIZE J/M/Z/L""",Gil,7,2019-05-25,0.75,1.0,0,
"Bushwick!""",Ben,4,2019-05-25,1.43,1.0,75,
"Williamsburg/Bushwick close 2 L""",Janette,1,2019-07-01,2.79,1.0,80,
"Min 2 guests""",Franz,1,2019-07-06,5.0,3.0,326,
"10 minutes to city""",Ashley,1,2019-07-04,1.0,1.0,110,
"Williamsburg Brooklyn""",Daniela,2,2018-12-09,0.28,2.0,148,
"WB BK Sanctuary! 2BR/2BA""",Katrina,3,2019-06-23,0.39,1.0,4,
"In Williamsburg""",Ofek,1,2019-02-17,0.4,1.0,0,
"Read our reviews!""",M. C.,3,2019-06-22,1.53,1.0,231,
"Queens-NY""",Lisa,2,2019-06-20,6.51,1.0,66,
"My apartment has the best view!""",Edna,2,,,1.0,365,
"My apartment is very peaceful!""",Edna,2,,,1.0,99,
"Modern & Clean""",Joselyn,2,2019-06-23,2.35,1.0,180,
"Right in The Action!""",Stephen,2,,,2.0,177,
"2 BDM 2 BTH East Village!""",Lauren,2,2017-11-06,0.1,2.0,0,
"Loft .""",James,31,2019-07-01,3.2,2.0,10,
"“Cosy studio”""",Sonia,7,2019-06-25,1.65,1.0,242,
"獨一無二的紐約閣樓""",Anting,1,2019-05-26,0.68,33.0,187,
"Close to JFK and LGA Airport""",Marcelo Y Lucio,1,2019-06-25,6.38,4.0,365,
"Close to the JFK and LGA airport""",Marcelo Y Lucio,1,2019-07-05,6.32,4.0,156,
" Close to JFK and LGA airport""",Marcelo Y Lucio,1,2019-06-27,3.96,4.0,180,
"With Private Backyard""",Donald,3,,,1.0,16,
"Close to JFK airport and LGA""",Marcelo Y Lucio,1,2019-07-02,8.94,4.0,365,
"Everything you need""",Eugene,2,2019-07-05,7.22,1.0,229,
" 12 mins Manhattan""",Anting,1,,,33.0,179,
"Near Gramercy""",Lola,2,2019-06-22,2.98,1.0,285,
"5 mins to subway""",Fone,5,2017-10-09,0.09,3.0,0,
"One block to subway""",Ivon,2,2019-05-27,0.76,1.0,331,
"Large Outdoor Terrace""",Francesca,2,2019-05-26,1.51,1.0,28,
"Near by subway (3 block)""",Fone,7,2019-05-31,0.46,3.0,21,
"法拉盛步行地铁站""",Sophia,28,,,1.0,123,
"Luxury apartment livingrm""",呈刚,3,2019-06-07,0.68,1.0,0,
"1min to subway""",Lyn,1,,,1.0,6,
"doorman & rooftop""",Vivi,2,,,1.0,0,
"Park Ave.""",Yogita,2,2019-06-21,1.9,1.0,66,
"20 minutes to midtown""",Mario & Maria,2,2019-02-03,0.19,2.0,0,
"2BR Midtown West""",Julien,1,2019-07-05,5.59,1.0,19,
"Nothing fancy just quiet Place""",Alona,1,2019-06-23,7.64,2.0,73,
"only 17min to Central Park""",V,1,2018-03-01,0.58,2.0,0,
"(2nd room )""",Leonard,1,2019-02-02,0.55,5.0,226,
"TIMES SQUARE""",Piero,1,2019-06-30,3.59,2.0,332,
"(Largest room)""",Leonard,1,2018-12-16,0.31,5.0,94,
"Single bed.""",Taz,1,2019-06-23,7.33,6.0,325,
"Private room on 1st floor""",Taz,1,2019-07-06,7.5,6.0,283,
"Big Bedroom on 1st floor""",Taz,1,2019-07-07,6.2,6.0,316,
"1 Queen bed room""",Haifeng,2,2019-06-16,2.04,1.0,51,
"LOCATION LOCATION!""",Ramiro & Jeff,3,2019-05-19,1.11,3.0,89,
"Small Cozy Room""",Jimmy,1,2019-05-05,5.12,4.0,207,
"Charming Guest Suite""",Jimmy,1,2019-07-05,4.26,4.0,349,
"on Broadway Astoria""",Dan,21,,,1.0,0,
"BEST LOCATION IN NYC""",Michael,2,,,1.0,253,
"+ yard 7 min to Manhattan""",Ehsan,3,2019-06-13,1.96,2.0,355,
"Manhattan/Reviews-check profile""",Igor,1,2019-06-17,2.0,1.0,83,
"Three-Room Two Bath and Parking""",Mike,1,2019-07-07,3.52,1.0,151,
"REVIEWS ON PROFILE/Manhattan""",Robert,2,2019-06-09,1.0,1.0,100,
"Reviews on profile""",Ann,1,2019-06-15,1.0,1.0,110,
"15 mins From Manhattan""",Brock,6,2019-04-26,0.65,1.0,365,
"(Female Guests Only)""",Abraham,1,,,1.0,164,
"Great location!!!""",Theodore,1,2019-06-20,2.98,1.0,202,
"Manhattan/Great location""",Darko,3,2019-06-23,2.0,1.0,70,
"Park | Museums | Subway""",Brenton,1,2018-11-26,0.96,1.0,30,
"EXCELLENT LOCATION!!""",Tsvika,2,2019-07-06,5.69,1.0,107,
"•SUPERHOST•""",Steve Kings,3,2019-07-05,2.47,1.0,299,
"CLEAN. BRIGHT. NEW""",Samuel,6,2019-01-02,0.37,1.0,0,
"5 Min Walk to Central Park""",Melissa,3,,,1.0,0,
"Walk to Central Park/Manhattan""",Melissa,2,2019-06-09,1.0,1.0,94,
"Mount Sinai""",Vivianne,3,2019-06-15,0.96,2.0,127,
"Mount Sinai""",Vivianne,3,2019-06-16,0.91,2.0,125,
"Spring fling!""",Roger,2,2019-07-02,2.75,1.0,308,
"3 bedrooms""",Steven,3,2019-06-29,3.46,2.0,27,
"Condo.""",Nebiyu,5,,,1.0,0,
"NEAR TO YANKE STADIUM""",Ociel,1,2019-07-03,2.14,4.0,75,
"Columbia University""",Steven,3,2019-06-02,3.24,1.0,282,
"NEAR TO YANKE STADIUM""",Ociel,1,2019-06-28,3.15,4.0,312,
"NEAR TO YANKE STADIUM""",Karla,1,2019-07-01,3.38,1.0,176,
"NEAR TO YANKE STADIUM""",Ociel,1,2019-05-29,3.16,4.0,51,
"NEAR TO YANKE STADIUM""",Ociel,1,2019-06-23,3.31,4.0,76,
"(Because I’m a pluviophile)""",Tiffany,3,2019-06-30,3.01,1.0,315,
"15 min F Times Square""",Eliahu,2,2019-01-02,0.47,9.0,365,
" 15 MinTimes Square""",Eliahu,2,2018-10-22,0.1,9.0,365,
"15 min F Times Square""",Eliahu,2,2018-01-07,0.62,9.0,112,
"15 min F Times Square""",Eliahu,2,2019-06-13,0.7,9.0,116,
"muy cercadetodo""",W. Alvaro,6,2019-04-27,0.59,3.0,90,
"muy cercadetodo""",W. Alvaro,6,2019-03-27,0.93,3.0,90,
"10 minutes to Manhattan!""",Rawn,5,2019-01-02,0.77,2.0,179,
"NO EXTRA FEE""",Genesis,5,2019-07-04,4.23,3.0,40,
"Solo Travelers !!!!""",Wada,7,,,2.0,53,
"10 min from Manhattan!""",Rawn,5,2019-06-09,0.69,2.0,150,
"Solo Travelers !!!!!""",Wada,7,2019-06-20,2.81,2.0,182,
"w/1 bedrm/1bath""",Mich,2,2019-06-13,1.92,2.0,328,
"Calm""",Francoise X,1,2019-06-23,2.0,1.0,364,
"Bedroom with bath""",Sharon,1,2018-01-03,0.15,2.0,0,
"Historical Sugar Hill Neighborhood""",David,1,2019-06-08,0.38,2.0,365,
"Quiet neighborhood""",Dave And Shaceline,1,2019-06-26,5.15,1.0,303,
"view. Spacious  room""",Ana,2,2019-07-03,2.21,1.0,227,
"Se habla Español""",Angie,3,2019-06-07,0.91,3.0,137,
"Se habla Español""",Angie,3,2019-06-18,1.47,3.0,138,
"Se habla Español""",Angie,3,2019-06-25,0.44,3.0,123,
"Stay in Da Bronx!""",Tersila,2,2019-07-05,2.0,1.0,160,
"Great area""",James,2,2019-06-26,1.0,2.0,354,
715270,3684360,39,169,2019-06-12,2.07,4,306
773041,3684360,38,187,2019-06-23,2.34,4,241
3429765,16286162,47,75,2018-07-05,1.27,4,172
4462008,16286162,47,97,2019-06-12,1.81,4,262
5046189,23732730,450,45,2019-07-02,0.84,4,342
8294259,11305944,63,40,2018-07-16,0.87,5,0
12496118,11305944,104,33,2019-06-12,0.85,5,86
26255080,191338162,142,31,2019-07-01,2.5,5,312
26552340,191338162,142,29,2019-06-25,2.47,5,48
26554732,191338162,142,36,2019-07-02,3.5,5,57
26559892,191338162,142,30,2019-07-02,2.56,5,48
26560264,191338162,142,30,2019-07-02,2.56,5,57
16087737,104812805,34,39,2019-04-27,1.39,8,347
17716523,41398005,122,52,2019-06-23,2.0,3,219
23219361,59966705,71,30,2019-06-14,1.8,1,306
205735,1011426,41,55,2019-04-30,0.59,1,286
505315,167417,68,37,2019-06-23,0.49,1,23
670767,3363720,42,70,2019-04-29,0.88,3,236
692567,3541525,84,138,2019-07-02,1.69,1,225
762015,3992566,103,58,2019-06-20,0.94,3,69
843524,673406,800,34,2019-07-01,0.45,1,365
850517,254846,289,38,2019-05-20,0.51,4,354
887292,4704914,139,106,2019-05-08,1.42,1,248
962045,5239845,62,324,2019-06-28,4.3,1,267
1102963,3531317,185,95,2019-06-13,1.33,2,215
1403466,212738,58,31,2019-02-28,0.43,1,297
1475631,2015914,62,95,2019-02-11,1.32,8,338
1608220,7009551,48,61,2019-02-15,0.87,1,0
1817510,6957798,64,336,2019-06-28,4.83,1,133
1885714,2673168,53,38,2019-05-25,0.55,1,312
1888006,9820942,58,236,2019-06-24,3.45,3,350
1941495,1430695,249,76,2019-07-05,1.13,1,40
2325144,11876825,128,52,2018-01-06,0.8,1,219
2399434,3992566,62,39,2019-05-23,0.65,3,110
2489615,2498724,98,32,2019-05-15,0.5,1,8
2496301,4142684,108,232,2019-07-06,3.62,1,89
3139489,2885704,33,182,2019-06-21,3.62,2,16
3344815,16883036,46,55,2019-01-02,1.24,1,346
3479639,17527788,144,51,2019-06-15,0.84,2,85
3533604,9510645,96,332,2019-07-06,5.57,2,355
3583702,18018059,122,157,2019-07-01,2.64,1,235
4089915,2917387,84,120,2019-06-19,2.29,1,224
4137415,7410674,37,202,2019-07-01,3.74,1,73
4192400,21751476,72,360,2019-07-07,6.22,1,66
4490268,23293704,139,190,2019-07-04,4.15,1,218
4629211,3754729,122,48,2019-06-04,0.87,1,256
4813140,22643930,320,125,2019-06-23,3.42,1,269
4857075,4306959,159,30,2018-01-01,0.54,1,0
4907861,25268900,126,98,2019-06-13,1.95,1,180
5031178,21721684,174,198,2019-06-09,3.7,2,269
5241757,1884659,97,47,2019-06-09,0.88,2,345
5850148,5541374,159,30,2019-04-22,0.59,5,254
6377669,33166971,53,56,2019-06-01,1.12,2,81
6545310,3992566,64,32,2019-06-16,0.64,3,14
6611652,21823,375,46,2019-06-20,1.07,3,217
6784207,6387355,64,48,2019-06-22,1.0,2,318
6808818,23582893,61,59,2019-06-23,1.22,8,102
6822519,1456436,64,32,2017-05-01,0.65,1,0
6822854,23582893,58,31,2019-05-25,0.63,8,147
6901401,36164182,155,114,2019-06-30,2.86,3,250
7456166,36849759,147,109,2019-07-01,2.5,2,191
7498271,35819315,172,135,2019-06-28,2.99,2,247
7827908,41201538,63,104,2019-06-08,2.19,1,230
7871818,4769886,109,105,2019-06-27,2.25,2,244
8052046,21090508,54,73,2018-10-05,1.56,2,0
8240016,36791609,98,201,2019-06-24,4.37,1,293
8533225,1420715,229,159,2019-06-16,3.54,3,231
8845441,46323110,56,76,2019-04-11,1.74,2,68
9386923,4769886,84,48,2019-06-30,1.11,2,263
9423397,48854322,129,89,2019-05-26,2.02,2,72
9703075,38014669,113,38,2019-05-24,0.94,1,355
9824463,50600973,42,216,2019-06-24,5.0,7,61
10144140,9153601,218,70,2019-05-09,1.67,1,335
10360180,53321966,155,207,2019-06-23,4.89,1,20
10365516,30983216,129,114,2019-07-06,2.75,1,235
11574674,61175876,148,77,2019-06-30,1.96,2,275
11636784,22686950,380,75,2019-06-17,1.94,1,290
12086985,5095576,91,30,2018-06-25,0.86,1,0
12389574,42329946,260,105,2019-06-15,2.85,1,48
12558745,50600973,41,72,2018-06-09,1.88,7,0
12901480,70674019,179,117,2019-06-26,3.04,2,137
12949840,1386468,124,104,2019-06-26,2.75,1,237
13140940,73247569,52,97,2019-07-02,2.55,2,115
13246042,278393,52,132,2019-06-19,3.59,3,74
13274952,11091997,77,47,2019-07-01,1.25,2,46
13810048,81274648,46,126,2019-06-24,3.51,4,80
13812310,74885349,129,43,2019-06-23,1.2,1,80
13816385,50600973,44,157,2019-06-16,4.52,7,61
13859473,81888716,109,117,2019-06-23,3.22,1,51
13910111,16156297,41,42,2019-01-02,1.16,1,0
13997415,83610543,185,169,2019-06-30,4.77,1,26
14153081,1699871,111,73,2019-06-02,2.06,3,170
14378713,2373229,38,97,2019-06-21,2.73,2,0
14403574,12442710,67,97,2019-06-24,2.75,1,141
14596236,81274648,48,91,2019-06-23,2.6,4,21
14945219,5792120,102,44,2019-06-26,1.3,1,38
15238184,19177308,39,104,2019-06-09,3.09,4,174
15296557,11757212,51,45,2019-05-31,1.35,4,351
15324045,9049657,390,131,2019-07-07,4.11,1,321
15768540,868197,39,38,2019-06-01,1.21,1,192
15813866,27260699,28,117,2019-05-23,4.56,4,118
16037703,8788534,84,88,2019-07-01,2.88,1,155
16301173,27260699,28,103,2019-05-01,4.02,4,133
16618049,40883799,56,69,2019-06-23,2.35,3,87
16620607,109725962,11,113,2019-06-22,3.86,1,261
16751768,32124747,116,99,2019-04-30,3.33,1,295
16795503,49100137,33,90,2019-07-07,3.1,1,308
16943101,113251630,240,84,2019-06-23,2.95,1,237
17095925,9439324,46,63,2019-05-25,2.32,3,0
17211583,278393,43,88,2019-06-12,3.02,3,84
17541761,19177308,36,83,2019-06-22,2.95,4,155
17569246,19177308,109,72,2019-06-17,2.55,4,140
17609541,119155499,61,32,2019-05-21,1.14,4,350
17682208,11392003,210,76,2019-06-24,2.8,1,9
17776390,121130063,71,73,2019-06-21,2.61,3,364
17791461,5121858,44,31,2019-07-01,1.11,1,365
17806646,29952340,94,51,2019-06-28,1.87,1,74
18012028,25036260,53,49,2019-06-17,1.86,3,105
18270109,99608108,29,40,2019-06-22,1.49,3,319
18432894,6455775,207,78,2019-06-02,3.06,1,231
18735631,123355776,184,29,2019-05-07,1.12,1,0
18794969,4297106,41,56,2018-12-17,2.21,2,280
18803064,126159726,63,96,2019-06-24,3.7,1,282
18826104,22875538,73,63,2019-01-03,2.45,2,0
18898808,50600973,25,105,2019-06-12,4.22,7,82
18908083,33075648,137,61,2019-06-30,2.36,1,126
19055440,81274648,43,71,2019-06-22,2.8,4,90
19071002,50600973,29,124,2019-06-18,4.99,7,73
19177573,61649734,51,194,2019-06-27,7.66,2,7
19221595,131659,148,79,2019-06-22,3.22,1,258
19345943,3919533,162,46,2019-06-25,1.92,1,19
19586399,137672539,34,83,2019-06-14,3.42,1,192
19641775,20120009,169,80,2019-06-25,3.58,6,241
20231046,313079,157,70,2019-06-21,3.06,1,223
20788446,83948710,58,79,2019-07-07,3.56,2,178
20981267,150993634,52,84,2019-06-30,3.93,1,310
21151290,11571496,148,92,2019-06-23,4.33,2,4
21177608,19177308,48,39,2019-06-19,1.83,4,179
21266334,11571496,84,115,2019-06-23,5.92,2,6
21471540,155923396,25,35,2019-04-30,1.8,3,3
21477816,155990761,42,35,2018-07-22,1.69,1,0
21563750,3532263,159,44,2019-06-24,2.15,4,352
21564252,3532263,159,51,2019-06-19,2.49,4,357
21822750,159020652,48,58,2019-06-30,3.04,1,349
21844040,140433148,43,32,2019-06-16,1.86,3,104
22339572,154258141,64,46,2019-06-19,2.67,10,352
22545206,20120009,38,48,2019-04-24,2.64,6,3
22582841,163829123,245,59,2019-06-24,3.69,1,53
22670106,20120009,38,36,2019-04-18,2.0,6,0
22670366,20120009,38,33,2019-06-21,1.83,6,1
23005618,170657264,74,37,2019-06-02,2.27,1,46
23222310,30940393,43,39,2018-12-27,2.31,2,0
23251395,4672257,41,82,2019-06-20,5.0,1,30
23292982,173416551,87,70,2019-06-15,4.25,1,54
23838063,149073048,67,34,2019-06-30,2.31,1,102
24177822,154258141,44,30,2019-05-10,2.06,10,322
24217712,842091,47,55,2019-06-27,3.67,2,12
24599215,185888575,240,50,2019-06-24,3.44,1,243
25167654,3667601,78,51,2019-06-29,3.74,1,9
26441519,16865342,53,29,2019-06-20,2.46,2,143
26573069,15147054,57,42,2019-06-23,3.43,2,348
27338033,206009618,56,32,2019-06-25,2.97,1,158
27523953,207582987,138,62,2019-07-01,5.67,1,151
27834075,68284975,66,39,2019-06-25,3.75,2,158
28317113,213795822,47,30,2019-07-07,3.63,2,303
28626448,14515065,108,79,2019-07-03,8.4,2,46
28986535,96864161,129,38,2019-06-25,4.73,1,192
29904305,222581357,46,29,2019-07-03,3.6,3,246
29930623,91040009,44,31,2019-06-26,4.25,1,172
30401429,58344344,51,33,2019-06-28,5.24,1,19
450009,2219255,39,105,2019-06-09,1.21,3,34
744078,2219255,39,60,2019-06-09,0.95,3,34
1818420,9522524,37,54,2019-07-03,0.78,5,353
1885385,9522524,38,72,2018-03-16,1.11,5,349
1886978,9522524,32,85,2019-06-16,1.25,5,155
1979744,9522524,33,84,2019-06-27,1.25,5,295
6450118,9522524,37,72,2019-05-28,1.43,5,322
8971258,46881049,169,30,2019-06-30,0.87,1,345
11891948,63291733,81,43,2019-06-29,1.18,1,309
16330110,105075484,117,88,2019-06-21,2.85,1,349
18706845,97018938,42,29,2018-02-02,1.13,2,35
18838909,131204454,46,58,2019-07-05,2.29,1,80
19012262,132644665,78,45,2019-06-30,1.78,1,41
19769912,54508926,167,102,2019-07-08,4.27,1,294
21081736,151812737,139,64,2019-07-01,3.11,1,358
21581879,152532170,84,91,2019-06-26,4.51,1,224
23963981,180208872,155,82,2019-07-05,6.97,1,302
24279693,183127881,54,61,2019-05-20,4.19,4,319
25776914,12219437,25,36,2019-06-16,2.76,1,144
26777948,120035273,42,32,2019-06-20,2.74,1,32
4026150,16514175,78,133,2019-06-23,2.26,5,107
5021376,17638424,34,95,2019-07-02,2.37,8,175
7278762,22816592,158,130,2019-06-23,2.71,1,311
9278192,48183551,58,76,2019-06-21,1.75,5,279
11818137,17638424,43,105,2019-06-17,2.61,8,140
11971334,17638424,34,89,2019-07-03,2.35,8,164
12050885,17638424,52,108,2019-07-07,2.71,8,174
12761910,69427329,289,115,2019-06-27,2.99,6,280
13232952,17638424,47,87,2019-06-04,2.35,8,156
13444818,38915391,178,83,2019-06-30,2.22,1,342
13578431,26382036,101,93,2019-06-30,2.52,2,7
15527416,99804239,51,100,2019-06-18,3.05,1,296
19986637,33527075,57,103,2019-07-02,4.34,2,3
20362385,145241163,51,38,2019-01-01,1.66,1,28
21549554,48183551,58,50,2019-07-07,2.56,5,257
21643550,48183551,58,38,2019-06-18,1.96,5,288
22028894,60291768,88,44,2019-06-04,2.33,2,39
22150519,26411218,83,77,2019-07-07,4.05,2,22
24024322,111978355,230,30,2019-06-14,2.97,2,51
24024456,111978355,188,35,2019-06-09,2.26,2,140
27639125,208580991,229,37,2019-04-22,3.58,1,0
29359092,217159080,41,44,2019-06-22,5.24,1,123
29393659,69439684,179,31,2019-07-05,3.65,2,239
509989,2472305,349,169,2019-06-23,2.08,1,344
905947,4847926,38,66,2019-06-10,0.93,3,283
1044731,5751206,96,58,2019-05-19,0.77,1,364
1317612,2478675,36,173,2019-06-29,2.38,5,360
1434010,5654072,171,34,2019-07-02,1.47,3,243
1586641,8452639,84,68,2019-05-27,0.96,3,362
2051675,4684532,57,199,2019-06-29,2.98,1,265
2888088,14759766,87,132,2019-06-14,3.31,2,233
2940729,4963379,86,62,2017-11-04,1.07,1,0
3513960,4847926,38,76,2019-06-03,1.3,3,253
3608353,18183144,91,33,2019-07-01,0.65,1,90
